Pack,Product Name,Mother Pack,Lead Pack,Brand,CAT,BU,CS,Grw Wgt,Net Wgt,DM3,Product_Code
12594281,MUNCH Mango 18(42x14g) IN, MUNCH Mango 14g,12594281,IN C&C : Munch,CHOCOLATE,F&B,756.0,13.419,10.584,60.48,12594281
12335158,NESTLE a+ Grekyo MP Strw 8(4x100g) IN,A+ GK YGT STW 100G,12335158,IN FD : Yoghurt,DAIRY,F&B,8.0,4.0,3.2,17.02,12335158
12344492,ALFAMINO ACS001-1 6x400g IN,ALFAMINO ACS001-1 400g,12344492,IN HCN : Alfamino,HCN,HCN,6.0,3.2,2.4,9.372,12344492
12456288,ALFAMINO ACS001-1 6x400g N1 IN,ALFAMINO ACS001-1 400g,12344492,IN HCN : Alfamino,HCN,HCN,6.0,3.35,2.4,10.131,12456288
12317671,ALFARE DS089-2 6x400g N1 IN,ALFARE DS089-2 400g,12317671,IN HCN : Alfare,HCN,HCN,6.0,3.3,2.4,10.082,12317671
12318087,ALTHERA DS079-2 6x450g N1 IN,ALTHERA DS079-2 450g,12318087,IN HCN : Althera,HCN,HCN,6.0,3.6,2.7,10.082,12318087
12160689,BABY&ME Maternal NutritionSupl 24x400gIN,BABY & ME Maternal Nutrition Supl 400g,12238569,IN NSB : BABY & ME,INFANT NUTRITION,NN,24.0,12.3,9.6,36.023,12160689
12238569,BABY & ME Maternal Nutr Supl 24x400g IN,BABY & ME Maternal Nutrition Supl 400g,12238569,IN NSB : BABY & ME,INFANT NUTRITION,NN,24.0,11.9,9.6,45.349,12238569
12553321,CEREGROW Grain Slcn Ragi Sample 48x50gIN,CEREGROW Grain Slcn Ragi Sample 48x50gIN,12553321,IN NSB : CEREGROW,INFANT NUTRITION,NN,48.0,3.5,2.4,27.894,12553321
12406889,CEREGROW Orgnc MU Ragi 24+BIB 24x200g IN,CEREGROW Orgnc MU Ragi 24+ BIB 200g,12406889,IN NSB : Ceregrow Org Sel 2-5y,INFANT NUTRITION,NN,24.0,7.099,4.8,41.743,12406889
12429543,CEREGROW Orgnc MU Ragi24+BIB24x200g N1IN,CEREGROW Orgnc MU Ragi 24+ BIB 200g,12406889,IN NSB : Ceregrow Org Sel 2-5y,INFANT NUTRITION,NN,24.0,7.1,4.8,41.743,12429543
12406886,CERELAC Orgnc MixedFrt 12+BIB 24x200g IN,CERELAC Orgnc MixedFrt 12+ BIB 200g,12406886,IN NSB : Cerelac Org Sel 12-24m,INFANT NUTRITION,NN,24.0,7.099,4.8,41.743,12406886
12429539,CERELAC Orgnc Mxd Frt 12+ BIB 24x200g IN,CERELAC Orgnc MixedFrt 12+ BIB 200g,12406886,IN NSB : Cerelac Org Sel 12-24m,INFANT NUTRITION,NN,24.0,7.1,4.8,41.743,12429539
12406887,CERELAC Orgnc Wheat 6+ BIB 24x200g IN,CERELAC Orgnc Wheat 6+ BIB 200g,12406887,IN NSB : Cerelac Org Sel 6-12m,INFANT NUTRITION,NN,24.0,7.099,4.8,41.743,12406887
12429571,CERELAC Orgnc Wheat 6+ BIB 24x200g N1 IN,CERELAC Orgnc Wheat 6+ BIB 200g,12406887,IN NSB : Cerelac Org Sel 6-12m,INFANT NUTRITION,NN,24.0,7.1,4.8,41.743,12429571
12354179,CERELAC STAGE 1 App & Crt BIB 24x300g IN,CERELAC STAGE 1 Crt & App BIB 300g,12354179,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.8,7.2,62.62,12354179
12411720,CERELAC STA1 Whe App Carot 24x300g IN,CERELAC STAGE 1 Crt & App BIB 300g,12354179,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.7,7.2,41.743,12411720
12453027,CERELAC STA1 Whe App Carot 24x300g N1 IN,CERELAC STAGE 1 Crt & App BIB 300g,12354179,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.631,7.2,41.386,12453027
12497661,CERELAC STA1 WheAppCarot 24x300gN1 NV IN,CERELAC STAGE 1 Crt & App BIB 300g,12354179,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.6,7.2,41.386,12497661
12601931,CERELAC STG1 Whe Apple Crt ZS 24x300g IN,CERELAC STAGE 1 Crt & App BIB 300g - ZS,12601931,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.508,7.2,41.386,12601931
12601916,CERELAC STG1 Ragi Apple ZS 24x300g IN,CERELAC STAGE 1 Ragi App BIB 300g - ZS,12384917,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.719,7.2,43.329,12601916
12043312,CERELAC STAGE 1 Rice Bag In Box24x375gIN,CERELAC STAGE 1 Rice BIB 300g,12330589,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,11.1,9.0,35.962,12043312
12172928,CERELAC STAGE 1 Rice Bag In Box24x350gIN,CERELAC STAGE 1 Rice BIB 300g,12330589,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,11.1,8.4,36.909,12172928
12199184,CERELAC STAGE 1 Rice BIB 24x300g IN,CERELAC STAGE 1 Rice BIB 300g,12330589,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.93,7.2,45.158,12199184
12315170,CERELAC STAGE 1 Rice BIB 24x300g N1 IN,CERELAC STAGE 1 Rice BIB 300g,12330589,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.85,7.2,45.0,12315170
12330589,CERELAC STAGE 1 Rice BIB 24x300g N2 IN,CERELAC STAGE 1 Rice BIB 300g,12330589,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.8,7.2,62.62,12330589
12402536,CERELAC STAGE 1 Rice BIB 24x300g N3 IN,CERELAC STAGE 1 Rice BIB 300g,12330589,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.719,7.2,43.329,12402536
12497642,CERELAC STAGE 1 RiceBIB 24x300g N3 NV IN,CERELAC STAGE 1 Rice BIB 300g,12330589,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.625,7.2,43.329,12497642
12532842,CERELAC STAGE 1 RiceBIB 24x300g N4 NV IN,CERELAC STAGE 1 Rice BIB 300g,12330589,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.65,7.2,43.329,12532842
12601933,CERELAC STG1 Rice ZS 24x300g IN,CERELAC STAGE 1 Rice BIB 300g - ZS,12601933,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.719,7.2,43.329,12601933
11340075,CERELAC STAGE 1 Wheat Apple BIB24x400gIN,CERELAC STAGE 1 Whe Apple BIB 300g,12330602,IN NSB : Cerelac 1,INFANT NUTRITION,NN,,,,,11340075
12043321,CERELAC STAGE 1 Wheat Apple BIB24x375gIN,CERELAC STAGE 1 Whe Apple BIB 300g,12330602,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,10.9,9.0,38.01,12043321
12172956,CERELAC STAGE 1 Wheat Apple BIB24x350gIN,CERELAC STAGE 1 Whe Apple BIB 300g,12330602,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,10.6,8.4,36.909,12172956
12199183,CERELAC STAGE 1 Whe Apple BIB 24x300g IN,CERELAC STAGE 1 Whe Apple BIB 300g,12330602,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.78,7.2,43.142,12199183
12315166,CERELAC STAGE 1 Wheat Apple 24x300g IN,CERELAC STAGE 1 Whe Apple BIB 300g,12330602,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.85,7.2,43.0,12315166
12330602,CERELAC STA1 Whe Apple BIB 24x300g N2 IN,CERELAC STAGE 1 Whe Apple BIB 300g,12330602,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.8,7.2,63.71,12330602
12411699,CERELAC STA1 WheApp Poshan BIB24x300g IN,CERELAC STAGE 1 Whe Apple BIB 300g,12330602,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.7,7.2,41.743,12411699
12453029,CERL STA1 WheApp Poshan BIB24x300g N1 IN,CERELAC STAGE 1 Whe Apple BIB 300g,12330602,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.631,7.2,41.386,12453029
12497663,CERL STA1 WheAppPoshanBIB24x300gN1 NV IN,CERELAC STAGE 1 Whe Apple BIB 300g,12330602,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.631,7.2,41.386,12497663
12534940,CERL STA1 WheAppPoshanBIB24x300gN2 NV IN,CERELAC STAGE 1 Whe Apple BIB 300g,12330602,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.6,7.2,41.386,12534940
12591051,CERELAC STA1 Wheat Apple BIB 24x350g IN,CERELAC STAGE 1 Whe Apple BIB 300g,12330602,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,10.85,8.4,43.329,12591051
12608215,CERELAC STG1 Wheat Apple 24x350g WS IN,CERELAC STAGE 1 Whe Apple BIB 300g,12330602,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,10.85,8.4,65.673,12608215
12601932,CERELAC STG1 Wheat Apple ZS 24x350g IN,CERELAC STAGE 1 Whe Apple BIB 300g - ZS,12601932,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,10.85,8.4,41.386,12601932
12176366,CERL STA1 Whe Ri Khichdi BIB 24x300g IN,CERELAC STAGE 1 Whe Ri Khichdi BIB 300g,12327947,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.93,7.2,45.158,12176366
12327947,CERL STA1 Whe Ri Khichdi 24x300g N1 IN,CERELAC STAGE 1 Whe Ri Khichdi BIB 300g,12327947,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.8,7.2,45.0,12327947
12369468,CERELAC STA2 Whe App Chry 192x25g N1 IN,CERELAC STAGE 1 Wheat App Chry 25g,12369468,IN NSB : Cerelac 2,INFANT NUTRITION,NN,192.0,7.2,4.8,54.432,12369468
12369467,CERELAC STA1 Wheat App Pch 192x25g N1 IN,CERELAC STAGE 1 Wheat App Pch 25G,12369467,IN NSB : Cerelac 1,INFANT NUTRITION,NN,192.0,7.2,4.8,54.432,12369467
12043322,CERELAC STAGE 1 Wheat BIB 24x375g IN,CERELAC STAGE 1 Wheat BIB 300g,12330605,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,11.0,9.0,38.683,12043322
12052594,CERELAC STAGE 1 Wheat BIB 24x375g NP,CERELAC STAGE 1 Wheat BIB 300g,12330605,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,10.8,9.0,38.683,12052594
12172957,CERELAC STAGE 1 Wheat BIB 24x350g IN,CERELAC STAGE 1 Wheat BIB 300g,12330605,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,10.5,8.4,36.909,12172957
12199185,CERELAC STAGE 1 Wheat BIB 24x300g IN,CERELAC STAGE 1 Wheat BIB 300g,12330605,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.78,7.2,43.142,12199185
12315171,CERELAC STAGE 1 Wheat BIB 24x300g N1 IN,CERELAC STAGE 1 Wheat BIB 300g,12330605,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.85,7.2,43.0,12315171
12330605,CERELAC STAGE 1 Wheat BIB 24x300g N2 IN,CERELAC STAGE 1 Wheat BIB 300g,12330605,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.6,7.2,62.62,12330605
12411722,CERELAC STA1 Wheat Poshan BIB24x300g IN,CERELAC STAGE 1 Wheat BIB 300g,12330605,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.7,7.2,41.743,12411722
12453026,CERELAC STA1 Whe Poshan BIB 24x300gN1 IN,CERELAC STAGE 1 Wheat BIB 300g,12330605,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.64,7.2,41.743,12453026
12497660,CERELAC STA1 WhePoshanBIB24x300gN1 NV IN,CERELAC STAGE 1 Wheat BIB 300g,12330605,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.64,7.2,41.743,12497660
12534909,CERELAC STA1 WhePoshanBIB24x300gN2 NV IN,CERELAC STAGE 1 Wheat BIB 300g,12330605,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.6,7.2,41.743,12534909
12601907,CERELAC STG1 Wheat ZS 24x300g IN,CERELAC STAGE 1 Wheat BIB 300g -ZS,12601907,IN NSB : Cerelac 1,INFANT NUTRITION,NN,24.0,9.45,7.2,41.386,12601907
12384917,CERELAC STA2 Ragi App BIB 24x300g IN,CERELAC STAGE 2 Ragi App BIB 300g,12384917,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.8,7.2,62.62,12384917
12419440,CERELAC STA2 Ragi App BIB 24x300g N1 IN,CERELAC STAGE 2 Ragi App BIB 300g,12384917,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.719,7.2,43.329,12419440
12497650,CERELAC STA2 RagiAppBIB 24x300g N1 NV IN,CERELAC STAGE 2 Ragi App BIB 300g,12384917,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.625,7.2,43.329,12497650
12527678,CERELAC STA2 Ragi Apple BIB 24x300gN1 IN,CERELAC STAGE 2 Ragi App BIB 300g,12384917,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.719,7.2,43.329,12527678
12532825,CERELAC STA2 RagiAppBIB 24x300g N2 NV IN,CERELAC STAGE 2 Ragi App BIB 300g,12384917,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.65,7.2,43.329,12532825
12095094,CERELAC STAGE 2 Rice Veg BIB 24x375g IN,CERELAC STAGE 2 Rice Veg BIB 300g,12330340,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,11.0,9.0,35.962,12095094
12172958,CERELAC STAGE 2 Rice Veg BIB 24x350g IN,CERELAC STAGE 2 Rice Veg BIB 300g,12330340,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,11.0,8.4,36.909,12172958
12199204,CERELAC STAGE 2 Rice Veg BIB 24x300g IN,CERELAC STAGE 2 Rice Veg BIB 300g,12330340,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.93,7.2,45.158,12199204
12315167,CERELAC STAGE 2 Rice Veg BIB24x300g IN,CERELAC STAGE 2 Rice Veg BIB 300g,12330340,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.85,7.2,45.0,12315167
12330340,CERELAC STA2 Rice Veg BIB 24x300g N2 IN,CERELAC STAGE 2 Rice Veg BIB 300g,12330340,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.8,7.2,62.62,12330340
12402537,CERELAC STA2 Rice Veg BIB 24x300g N3 IN,CERELAC STAGE 2 Rice Veg BIB 300g,12330340,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.719,7.2,43.329,12402537
12497643,CERELAC STA2 Rice VegBIB 24x300gN3 NV IN,CERELAC STAGE 2 Rice Veg BIB 300g,12330340,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.625,7.2,43.329,12497643
12532852,CERELAC STA2 Rice VegBIB 24x300gN4 NV IN,CERELAC STAGE 2 Rice Veg BIB 300g,12330340,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.65,7.2,43.329,12532852
12607948,CERELAC STG2 Rice Veg 24x300g ZS IN,CERELAC STAGE 2 Rice Veg BIB 300g,12330340,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.238,7.2,41.386,12607948
12176363,CERL STA2 Veg Khichdi BIB 24x300g IN,CERELAC STAGE 2 Veg Khichdi BIB 300g,12362853,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.95,7.2,45.158,12176363
12330603,CERL STA2 Whe Ri Veg Khichdi24x300gN2 IN,CERELAC STAGE 2 Veg Khichdi BIB 300g,12362853,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.8,7.2,45.0,12330603
12362853,CERELAC Whe Ri Dal Veg STA2 24x300g IN,CERELAC STAGE 2 Veg Khichdi BIB 300g,12362853,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.8,7.2,62.62,12362853
12411712,CERELAC STA2 KhichdiVeg Poshan24x300g IN,CERELAC STAGE 2 Veg Khichdi BIB 300g,12362853,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.719,7.2,43.329,12411712
12497649,CERELAC STA2 KhichVegPoshan24x300g NV IN,CERELAC STAGE 2 Veg Khichdi BIB 300g,12362853,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.65,7.2,43.329,12497649
12607947,CERELAC STA2 Khichdi 24x300g ZS IN,CERELAC STAGE 2 Veg Khichdi BIB 300g -ZS,12362853,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.65,7.2,43.329,12607947
11340093,CERELAC STAGE 2 Whe App ChryBIB24x400gIN,CERELAC STAGE 2 Whe App Chry BIB 300g,12330253,IN NSB : Cerelac 2,INFANT NUTRITION,NN,,,,,11340093
12043320,CERELAC STAGE 2 Whe App ChryBIB24x375gIN,CERELAC STAGE 2 Whe App Chry BIB 300g,12330253,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,10.7,9.0,38.683,12043320
12172954,CERELAC STAGE 2 Whe App ChryBIB24x350gIN,CERELAC STAGE 2 Whe App Chry BIB 300g,12330253,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,10.7,8.4,36.909,12172954
12199189,CERELAC STA2 Whe App Chry BIB 24x300g IN,CERELAC STAGE 2 Whe App Chry BIB 300g,12330253,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.78,7.2,43.142,12199189
12315149,CERELAC STAGE 2 Whe App Chry 24x300g IN,CERELAC STAGE 2 Whe App Chry BIB 300g,12330253,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.85,7.2,43.0,12315149
12330253,CERELAC STA2 Whe App Chry 24x300g N2 IN,CERELAC STAGE 2 Whe App Chry BIB 300g,12330253,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.8,7.2,62.62,12330253
12411697,CERELAC STA2 WheAppChry Poshan24x300g IN,CERELAC STAGE 2 Whe App Chry BIB 300g,12330253,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.7,7.2,41.743,12411697
12453040,CERL STA2 WheAppChry Poshan24x300g N1 IN,CERELAC STAGE 2 Whe App Chry BIB 300g,12330253,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.631,7.2,41.386,12453040
12497665,CERL STA2 WheAppChryPoshan24x300gN1NV IN,CERELAC STAGE 2 Whe App Chry BIB 300g,12330253,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.631,7.2,41.386,12497665
12534888,CERL STA2 WheAppChryPoshan24x300gN2NV IN,CERELAC STAGE 2 Whe App Chry BIB 300g,12330253,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.6,7.2,41.386,12534888
12590916,CERELAC STA2 Wheat Apl Cherry 24x350g IN,CERELAC STAGE 2 Whe App Chry BIB 300g,12330253,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,10.85,8.4,43.329,12590916
12608321,CERELAC STG2 Whe App Chry 24x350g WS IN,CERELAC STAGE 2 Whe App Chry BIB 300g,12330253,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,10.85,8.4,46.243,12608321
12607972,CERELAC STG2 Whe App Chry ZS 24x350g IN,CERELAC STAGE 2 Whe App Chry BIB 300g - ZS,12607972,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,10.85,8.4,46.243,12607972
12043317,CERELAC STAGE 2 Wheat Honey BIB24x375gIN,CERELAC STAGE 2 Whe Honey BIB 300g,12315145,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,11.0,9.0,38.683,12043317
12172952,CERELAC STAGE 2 Wheat Honey BIB24x350gIN,CERELAC STAGE 2 Whe Honey BIB 300g,12315145,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,10.5,8.4,36.909,12172952
12199180,CERELAC STAGE 2 Whe Honey BIB 24x300g IN,CERELAC STAGE 2 Whe Honey BIB 300g,12315145,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.57,7.2,43.142,12199180
12315145,CERELAC STA 2 Whe Honey BIB 24x300g IN,CERELAC STAGE 2 Whe Honey BIB 300g,12315145,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.85,7.2,43.0,12315145
12043319,CERELAC STAGE 2 Whe Orange BIB24x375g IN,CERELAC STAGE 2 Whe Orange BIB 300g,12330257,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,11.0,9.0,38.683,12043319
12172953,CERELAC STAGE 2 Whe Orange BIB24x350g IN,CERELAC STAGE 2 Whe Orange BIB 300g,12330257,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,11.0,8.4,36.909,12172953
12199187,CERELAC STAGE 2 Whe Orange BIB24x300g IN,CERELAC STAGE 2 Whe Orange BIB 300g,12330257,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.78,7.2,43.142,12199187
12315161,CERELAC STA 2 Whe Orange BIB 24x300g IN,CERELAC STAGE 2 Whe Orange BIB 300g,12330257,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.85,7.2,43.0,12315161
12330257,CERELAC STA2 Wheat Orange 24x300g N2 IN,CERELAC STAGE 2 Whe Orange BIB 300g,12330257,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.8,7.2,62.62,12330257
12411710,CERELAC STA2 Whe Orange Poshan24x300g IN,CERELAC STAGE 2 Whe Orange BIB 300g,12330257,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.7,7.2,41.743,12411710
12453028,CERELAC STA2 Whe Orng Poshan24x300gN1 IN,CERELAC STAGE 2 Whe Orange BIB 300g,12330257,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.631,7.2,41.386,12453028
12497887,CERELAC STA2 Whe Orng Poshan24x300gN2 IN,CERELAC STAGE 2 Whe Orange BIB 300g,12330257,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.64,7.2,41.743,12497887
12497662,CERL STA2 WheOrngPoshan 24x300g N1 NV IN,CERELAC STAGE 2 Whe Orange BIB 300g,12330257,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.6,7.2,41.743,12497662
12607949,CERELAC STG2 Wheat Orange 24x300g WS IN,CERELAC STAGE 2 Whe Orange BIB 300g,12330257,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.51,7.2,41.386,12607949
12330607,CERELAC STA2 Whe Honey BIB 24x300g N2 IN,CERELAC STAGE 3 Whe Hny Dates 300g,12375615,IN NSB : Cerelac 2,INFANT NUTRITION,NN,24.0,9.6,7.2,43.0,12330607
12375615,CERELAC STA3 Whe Hny Dates BIB24x300g IN,CERELAC STAGE 3 Whe Hny Dates 300g,12375615,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,9.7,7.2,62.62,12375615
12411707,CERELAC STA3 WheHnyDates Poshan24x300gIN,CERELAC STAGE 3 Whe Hny Dates 300g,12375615,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,9.7,7.2,41.743,12411707
12453031,CERL STA3 WheHnyDates Poshan24x300g N1IN,CERELAC STAGE 3 Whe Hny Dates 300g,12375615,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,9.7,7.2,41.743,12453031
12470243,CERL STA3 Whe Hny Dates BIB24x300g N1 IN,CERELAC STAGE 3 Whe Hny Dates 300g,12375615,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,9.7,7.2,41.743,12470243
12497886,CERL STA3 Whe Hny Dates BIB24x300g N2 IN,CERELAC STAGE 3 Whe Hny Dates 300g,12375615,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,9.56,7.2,41.743,12497886
12497670,CERL STA3 WheHnyDatesBIB24x300g N1 NV IN,CERELAC STAGE 3 Whe Hny Dates 300g,12375615,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,9.6,7.2,41.743,12497670
12043313,CERELAC STAGE 3 Mixed Fruit BIB24x375gIN,CERELAC STAGE 3 Whe Ri Mxd Fruit 300g,12330132,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,11.0,9.0,38.683,12043313
12180973,CERELAC STA3 Whe Ri Mxd Fruit 24x350gIN,CERELAC STAGE 3 Whe Ri Mxd Fruit 300g,12330132,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,11.0,8.4,36.909,12180973
12199326,CERELAC STA3 Whe Ri Mxd Fruit 24x300g IN,CERELAC STAGE 3 Whe Ri Mxd Fruit 300g,12330132,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,9.78,7.2,43.142,12199326
12315146,CERELAC STA3 Whe Ri Mxd Frt 24x300g IN,CERELAC STAGE 3 Whe Ri Mxd Fruit 300g,12330132,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,9.8,7.2,43.0,12315146
12319285,CERELAC STA3 Whe Ri Mxd Frt24x300g N1 IN,CERELAC STAGE 3 Whe Ri Mxd Fruit 300g,12330132,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,9.85,7.2,43.0,12319285
12330132,CERELAC STA3 Whe Ri Mxd Frt24x300g N2 IN,CERELAC STAGE 3 Whe Ri Mxd Fruit 300g,12330132,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,9.8,7.2,62.62,12330132
12411695,CERELAC STA3 Whe Ri MxdF Poshan24x300gIN,CERELAC STAGE 3 Whe Ri Mxd Fruit 300g,12330132,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,9.7,7.2,41.743,12411695
12453050,CERL STA3 Whe Ri MxdF Poshan24x300gN1 IN,CERELAC STAGE 3 Whe Ri Mxd Fruit 300g,12330132,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,9.76,7.2,41.386,12453050
12470244,CERELAC STA3 Whe Ri Mxd Frt24x300g N3 IN,CERELAC STAGE 3 Whe Ri Mxd Fruit 300g,12330132,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,9.7,7.2,41.743,12470244
12497885,CERELAC STA3 Whe Ri Mxd Frt24x300g N4 IN,CERELAC STAGE 3 Whe Ri Mxd Fruit 300g,12330132,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,9.7,7.2,41.743,12497885
12497671,CERL STA3 Whe Ri MxdFrt 24x300g N3 NV IN,CERELAC STAGE 3 Whe Ri Mxd Fruit 300g,12330132,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,9.48,7.2,41.743,12497671
12576447,CERL STA3 Whe Ri MxdFrt 24x300g N3 RA IN,CERELAC STAGE 3 Whe Ri Mxd Fruit 300g,12330132,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,9.54,7.2,41.386,12576447
12610048,CERL STG3 Whe Rice Mix Frt 24x300g WS IN,CERELAC STAGE 3 Whe Ri Mxd Fruit 300g,12330132,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,9.53,7.2,41.386,12610048
12609874,CERELAC STG3 WheRi Mix Frt 24x300g ZS IN,CERELAC STAGE 3 Whe Ri Mxd Fruit 300g -ZS,12330132,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,9.49,7.2,41.386,12609874
12180971,CERELAC STA3 Whe Ri Mxd Veg 24x350g IN,CERELAC STAGE 3 Whe Ri Mxd Veg 300g,12330134,IN NSB : Cerelac 3,INFANT NUTRITION,NN,24.0,11.0,8.4,36.909,12180971
