Pack,Product Name,Mother Pack,Lead Pack,Brand,CAT,BU,CS,Grw Wgt,Net Wgt,DM3,Product_Code
12367677,FRISKIES Seafood 4X3kg IN,FRISKIES Seafood Sensations 2.5kg,12497253,IN PP: Friskies Adult,PETCARE,PETCARE,4.0,12.92,12.0,37.347,12367677
12497253,FRISKIES Seafood 4X2.8kg IN,FRISKIES Seafood Sensations 2.5kg,12497253,IN PP: Friskies Adult,PETCARE,PETCARE,4.0,12.16,11.2,42.9,12497253
12604701,FRISKIES Seafood Snst4x2.5kg Rs235Off IN,FRISKIES Seafood Sensations 2.5kg,12497253,IN PP: Friskies Adult,PETCARE,PETCARE,4.0,10.96,10.0,42.9,12604701
12367678,FRISKIES Seafood 12X450g IN,FRISKIES Seafood 400g,12497243,IN PP: Friskies Adult,PETCARE,PETCARE,12.0,6.16,5.4,26.558,12367678
12497243,FRISKIES SEAFOOD SENSATIONS 12X400G IN,FRISKIES Seafood 400g,12497243,IN PP: Friskies Adult,PETCARE,PETCARE,12.0,5.49,4.8,24.504,12497243
12442614,Friskies Seafood Senstns Smpl 40x50g IN,FRISKIES Seafood 50g,12507859,IN PP: Friskies Adult,PETCARE,PETCARE,40.0,2.7,2.0,17.359,12442614
12507859,Friskies Seafood Senstns Smpl 40x50g N1,FRISKIES Seafood 50g,12507859,IN PP: Friskies Adult,PETCARE,PETCARE,40.0,2.33,2.0,17.359,12507859
12497248,FRISKIES Seafood 6.5kg. IN,FRISKIES Seafood Sensations 6kg,12385495,IN PP: Friskies Adult,PETCARE,PETCARE,1.0,6.6,6.5,20.6,12497248
12385495,FRISKIES Seafood 7kg. IN,FRISKIES Seafood Sensations 6kg,12385495,IN PP: Friskies Adult,PETCARE,PETCARE,1.0,7.128,7.0,15.36,12385495
12604703,FRISKIES Seafood Snst 6kg Rs 599 Off IN,FRISKIES Seafood Sensations 6kg,12385495,IN PP: Friskies Adult,PETCARE,PETCARE,1.0,6.1,6.0,18.556,12604703
12564737,FRISKIES Seafood Sensations 6x1kg IN,FRISKIES Seafood Sensations 1kg,12564737,IN PP: Friskies Adult,PETCARE,PETCARE,6.0,6.78,6.0,29.678,12564737
12564790,FRISKIES Seafood Sensations 4x2.5kg IN,FRISKIES Seafood Sensations 2.5kg,12564790,IN PP: Friskies Adult,PETCARE,PETCARE,4.0,10.96,10.0,42.9,12564790
12564739,FRISKIES Seafood Sensations 6kg IN,FRISKIES Seafood Sensations 6kg,12564739,IN PP: Friskies Adult,PETCARE,PETCARE,1.0,6.1,6.0,18.556,12564739
12497254,FRISKIES Surfin 6X1.1kg IN,FRISKIES Surfin Favourites 2.5kg,12497254,IN PP: Friskies Adult,PETCARE,PETCARE,6.0,7.38,6.6,29.678,12497254
12604676,FRISKIES Surfin Fvrts 6x1kg Rs 95 Off IN,FRISKIES Surfin Favourites 2.5kg,12497254,IN PP: Friskies Adult,PETCARE,PETCARE,6.0,6.78,6.0,29.678,12604676
12619063,FRISKIES Surfin 6x1kg PR Bowl Free IN,FRISKIES Surfin Favourites 2.5kg,12497254,IN PP: Friskies Adult,PETCARE,PETCARE,6.0,6.78,6.0,29.678,12619063
12385494,FRISKIES Surfin 4X3kg. IN,FRISKIES Surfin Favourites 2.5kg,12497244,IN PP: Friskies Adult,PETCARE,PETCARE,4.0,12.92,12.0,42.9,12385494
12497244,FRISKIES Surfin 4X2.8kg. IN,FRISKIES Surfin Favourites 2.5kg,12497244,IN PP: Friskies Adult,PETCARE,PETCARE,4.0,12.16,11.2,42.9,12497244
12604702,FRISKIES Surfin Fvrts4x2.5kg Rs235Off IN,FRISKIES Surfin Favourites 2.5kg,12497244,IN PP: Friskies Adult,PETCARE,PETCARE,4.0,10.96,10.0,42.9,12604702
12385497,FRISKIES Surfin 12X450g. IN,FRISKIES Surfin 400g,12497260,IN PP: Friskies Adult,PETCARE,PETCARE,12.0,6.16,5.4,26.558,12385497
12497260,FRISKIES SURFIN FAVOURITES 12X400G. IN,FRISKIES Surfin 400g,12497260,IN PP: Friskies Adult,PETCARE,PETCARE,12.0,5.49,4.8,24.504,12497260
12444611,Friskies Surfin Turfin Smpl 40x50g IN,FRISKIES Surfin 50g,12507858,IN PP: Friskies Adult,PETCARE,PETCARE,40.0,2.7,2.0,17.359,12444611
12507858,FRISKIES SURFIN FAV SMPL 40X50G N1 IN,FRISKIES Surfin 50g,12507858,IN PP: Friskies Adult,PETCARE,PETCARE,40.0,2.33,2.0,17.359,12507858
12497245,FRISKIES Surfin 6.5kg. IN,FRISKIES Surfin Favourites 6kg,12497245,IN PP: Friskies Adult,PETCARE,PETCARE,1.0,6.6,6.5,20.6,12497245
12604696,FRISKIES Surfin Fvrts 6kg Rs 599 Off IN,FRISKIES Surfin Favourites 6kg,12497245,IN PP: Friskies Adult,PETCARE,PETCARE,1.0,6.1,6.0,18.556,12604696
12564787,FRISKIES Surfin Favourites 4x2.5kg IN,FRISKIES Surfin Favourites 2.5kg,12564787,IN PP: Friskies Adult,PETCARE,PETCARE,4.0,10.96,10.0,42.9,12564787
12564738,FRISKIES Surfin Favourites 6x1kg IN,FRISKIES Surfin Favourites 2.5kg,12564787,IN PP: Friskies Adult,PETCARE,PETCARE,6.0,6.78,6.0,29.678,12564738
12564788,FRISKIES Surfin Favourites 6kg IN,FRISKIES Surfin Favourites 6kg,12564788,IN PP: Friskies Adult,PETCARE,PETCARE,1.0,6.1,6.0,18.556,12564788
12574288,GERBER GrainPlus MngPuf 12(6x25g) IN,GERBER GrainPlus MngPuf 12(6x25g) IN,12574288,IN NSB : GERBER Snacks,INFANT NUTRITION,NN,12.0,3.4,1.8,63.0,12574288
12585630,GERBER GrainPlus MngPuf Sachet 72x25g IN,GERBER GrainPlus MngPuf 12(6x25g) IN,12574288,IN NSB : GERBER Snacks,INFANT NUTRITION,NN,72.0,3.4,1.8,63.0,12585630
12571214,GERBER GrainPlus MngPuf Sachet 50x25g IN,GERBER GrainPlus MngPuf Sachet 50x25g IN,12571214,IN NSB : GERBER Snacks,INFANT NUTRITION,NN,50.0,2.4,1.25,37.2,12571214
12573552,GERBER GrainPlus PchPuf 12x(6x25g) IN,GERBER GrainPlus PchPuf 12x(6x25g) IN,12573552,IN NSB : GERBER Snacks,INFANT NUTRITION,NN,12.0,3.4,1.8,63.0,12573552
12585614,GERBER GrainPlus PchPuf Sachet 72x25g IN,GERBER GrainPlus PchPuf 12x(6x25g) IN,12573552,IN NSB : GERBER Snacks,INFANT NUTRITION,NN,72.0,3.4,1.8,63.0,12585614
12571194,GERBER GrainPlus PchPuf Sachet 50x25g IN,GERBER GrainPlus PchPuf Sachet 50x25g IN,12571194,IN NSB : GERBER Snacks,INFANT NUTRITION,NN,50.0,2.4,1.25,37.2,12571194
12572965,GERBER GrainPlus StrPuf 12(6x25g) IN,GERBER GrainPlus StrPuf 12(6x25g) IN,12572965,IN NSB : GERBER Snacks,INFANT NUTRITION,NN,12.0,3.4,1.8,61.2,12572965
12585599,GERBER GrainPlus StrPuf Sachet 72x25g IN,GERBER GrainPlus StrPuf 12(6x25g) IN,12572965,IN NSB : GERBER Snacks,INFANT NUTRITION,NN,72.0,3.4,1.8,63.0,12585599
12571183,GERBER GrainPlus StrPuf Sachet 50x25g IN,GERBER GrainPlus StrPuf Sachet 50x25g IN,12571183,IN NSB : GERBER Snacks,INFANT NUTRITION,NN,50.0,2.4,1.25,37.2,12571183
12529183,GERBER Power blend Mngo Berry 24x300g IN,GERBER Power blend Mngo Berry 24x300g IN,12529183,IN NSB : GERBER Cereal,INFANT NUTRITION,NN,24.0,8.92,7.2,43.329,12529183
12529131,GERBER Power blend Mngo&Bry Sac 48x50gIN,GERBER Power blend Mngo Berry 50g,12529131,IN NSB : GERBER Cereal,INFANT NUTRITION,NN,48.0,3.5,2.4,43.329,12529131
12530098,GERBER Power blend Spin & Crt 24x300g IN,GERBER Power blend Spin & Crt 24x300g IN,12530098,IN NSB : GERBER Cereal,INFANT NUTRITION,NN,24.0,8.92,7.2,43.329,12530098
12529176,GERBER Power blend Spin&Crt Sac 48x50gIN,GERBER Power blend Spin & Crt 50g,12529176,IN NSB : GERBER Cereal,INFANT NUTRITION,NN,48.0,3.5,2.4,43.329,12529176
12586792,GERBER Powerblend Combo Pack 24(2x50g)IN,GERBER Powerblend Combo Pack 24(2x50g)IN,12586792,IN NSB : GERBER Cereal,INFANT NUTRITION,NN,24.0,3.6,2.4,27.894,12586792
12571213,GERBER Sample GrainPlus MngPuf 50x25g IN,GERBER Sample GrainPlus MngPuf 50x25g IN,12571213,IN NSB : GERBER Snacks,INFANT NUTRITION,NN,50.0,2.4,1.25,37.2,12571213
12164269,KIT KAT 1Finger 24(48 x13g) PR IPL IN,KIT KAT 1F 8.6g,12174231,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,18.5,14.976,51.005,12164269
12174231,KIT KAT 1Finger 24(48x8.6g) N1 IN,KIT KAT 1F 8.6g,12174231,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,12.47,9.907,43.81,12174231
12190241,KIT KAT 1Finger 40(24x8.6g) N1 IN,KIT KAT 1F 8.6g,12174231,IN C&C : Kitkat,CHOCOLATE,F&B,960.0,11.3,8.256,38.811,12190241
12211834,KIT KAT 1F 40(24x8.6g) PR 1Unit Free IN,KIT KAT 1F 8.6g,12174231,IN C&C : Kitkat,CHOCOLATE,F&B,960.0,10.3,8.256,38.811,12211834
12271147,KIT KAT 1F MINI 24(48x7g) IN,KIT KAT 1F 8.6g,12174231,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,10.0,8.064,36.284,12271147
12304130,KIT KAT 1F MINI 24(48x7g) PR 45+3 IN,KIT KAT 1F 8.6g,12174231,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,9.36,8.064,36.284,12304130
12318719,KIT KAT 1F 24(48x7g) PR Scratch Card IN,KIT KAT 1F 8.6g,12174231,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,10.53,8.064,36.284,12318719
12329728,KIT KAT 1F Mini 24(46+2)x7g) PR 2U Fr IN,KIT KAT 1F 8.6g,12174231,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,9.3,8.064,36.284,12329728
12335852,KITKAT 1F 16(70x7g) Pr Contr IN,KIT KAT 1F 8.6g,12174231,IN C&C : Kitkat,CHOCOLATE,F&B,1120.0,13.125,7.84,56.24,12335852
12354639,KIT KAT 1 Finger 24(48x7g) N1 IN,KIT KAT 1F 8.6g,12174231,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,10.0,8.064,40.687,12354639
12371664,KIT KAT 1 Finger 20(48x8.6g) IN,KIT KAT 1F 8.6g,12174231,IN C&C : Kitkat,CHOCOLATE,F&B,960.0,10.3,8.256,37.8,12371664
12384958,KIT KAT 1F Crash Lock 24(48x8.6g) N2 IN,KIT KAT 1F 8.6g,12174231,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,11.9,9.907,43.811,12384958
12444035,KIT KAT 1F 24(48x7g) IN,KIT KAT 1F 8.6g,12174231,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,11.9,8.064,40.053,12444035
12464864,KIT KAT 1F MINI 16(60x7g) IN,KIT KAT 1F 8.6g,12174231,IN C&C : Kitkat,CHOCOLATE,F&B,960.0,8.39,6.72,37.647,12464864
12587375,KIT KAT 1F MINI 16((58+2)x7.4g)Fr IN,KIT KAT 1F 8.6g,12174231,IN C&C : Kitkat,CHOCOLATE,F&B,960.0,12.118,7.104,37.647,12587375
12370805,KIT KAT 1F Container 16(70x8.6g) IN,KIT KAT 1F Container 8.6g,12370805,IN C&C : Kitkat,CHOCOLATE,F&B,1120.0,12.3,9.632,56.1,12370805
12377169,KIT KAT 1F Super ShareBag 16(30x7g) IN,KIT KAT 1F Super ShareBag 7g,12377169,IN C&C : Kitkat,CHOCOLATE,F&B,16.0,5.4,3.36,38.955,12377169
12377058,KIT KAT 1 Finger Tin Pack 24(35x7g) IN,KIT KAT 1F Tin Pack 7g,12377058,IN C&C : Kitkat,CHOCOLATE,F&B,24.0,12.3,5.88,52.763,12377058
12021470,KIT KAT 2 Finger 24(48x16.5g) IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,24.0,19.008,48.728,12021470
12088928,KIT KAT 2 Finger  24(40x16.5g) IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,960.0,20.7,15.84,41.693,12088928
12149752,KIT KAT 2 Finger 24(40x17.4g) IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,960.0,20.1,16.704,38.012,12149752
12164263,KIT KAT 2 Finger 24(40x17.4g) PR IPL IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,960.0,20.1,16.704,38.012,12164263
12174230,KIT KAT 2 Finger 16(35x18g) N1 IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,560.0,11.7,10.137,32.009,12174230
12190242,KIT KAT 2 Finger 18(40x18g) N1 IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,720.0,15.9,12.96,51.902,12190242
12211833,KIT KAT 2F 18(40x18g) PR 2Unit Free IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,720.0,16.35,12.96,51.902,12211833
12233445,KIT KAT 2 Finger 18(40x18g) N1 PR IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,720.0,16.4,12.96,51.902,12233445
12366610,KIT KAT 2F 18(40X18.5g) 3% Extra IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,720.0,17.2,13.32,44.922,12366610
12415719,KIT KAT 2 Finger 18(40x18g) N3 IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,720.0,17.2,12.96,44.922,12415719
12531640,KIT KAT 2F 24(30x18.5g) IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,720.0,16.81,13.32,51.902,12531640
12534684,KIT KAT 2F 24((29+1)x18.5g) Fr IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,720.0,16.81,13.32,51.902,12534684
12520619,KIT KAT 2 Finger 24(42x15.4g) IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,1008.0,19.04,15.523,63.617,12520619
12535526,KIT KAT 2F 16((38+2)x18.5g) Fr IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,640.0,14.79,11.84,48.157,12535526
12553655,KIT KAT 2F 24(30x18.5g)N1 IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,720.0,16.81,13.32,51.106,12553655
12555467,KIT KAT 2F 24(30x18.5g)BIKE IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,720.0,16.81,13.32,51.106,12555467
12551946,KIT KAT 2F Tower 24(30x18.5g)BIKE IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,720.0,16.47,13.32,55.598,12551946
12561959,KIT KAT 2F 24(30x18.5g)WORLD CUP IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,720.0,16.81,13.32,51.106,12561959
12584158,KIT KAT 2F APPLE 24(30x18.5g)PR IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,720.0,16.81,13.32,51.106,12584158
12589510,KK 2F Tower Apple 10((38+2)x18.5g))PR IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,400.0,8.957,7.4,31.067,12589510
12594138,KIT KAT 2F 24(30x18.5g)PR CASHBACK IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,720.0,16.81,13.32,51.106,12594138
12594144,KIT KAT 2F 24(30x18.5g)PR CASHBACK N1 IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,720.0,16.81,13.32,51.106,12594144
12600210,KIT KAT 2F 24(30x22.6g)PR 20% X IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,720.0,20.383,16.272,58.664,12600210
12601504,KIT KAT 2F 24(30x19g) IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,720.0,16.81,13.68,51.106,12601504
12612284,KIT KAT 2F 24(30x22.1g)PR 15% X IN,KIT KAT 2F 18.5g,12190242,IN C&C : Kitkat,CHOCOLATE,F&B,720.0,20.383,15.912,58.664,12612284
12021438,KIT KAT 2 Finger 128x99g IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,128.0,17.0,12.672,58.523,12021438
12149756,KIT KAT 2 Finger 128x104.4g IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,128.0,17.0,13.363,58.523,12149756
12177371,KIT KAT Family Pack 6x2F (128x108g) IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,128.0,17.0,13.824,58.523,12177371
12190218,KIT KAT Fmly PAck 6X2F (128x108g) N1 IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,128.0,18.0,13.824,71.123,12190218
12256218,KIT KAT Fmly Pk 5X2F (128x90g) N1 IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,128.0,14.9,11.52,69.593,12256218
12262013,KIT KAT Fmly Pk 6X2F (120x76.8g) N1 IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,120.0,12.48,9.216,59.4,12262013
12262370,KIT KAT Fmly Pk 5X2F (128x90g) N1 PR IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,128.0,14.8,11.52,69.593,12262370
12281527,KIT KAT 6X2F(120x76.8g) PR MB26g Fr IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,120.0,11.77,9.216,59.4,12281527
12287774,KIT KAT FP 2F 120(6x12.8g) PR 1Unt Fr IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,120.0,12.54,9.216,59.4,12287774
12311905,KIT KAT FP 6X2F (120X76.8g) PR Rs5off IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,120.0,10.9,9.216,59.4,12311905
12318788,KIT KAT FmlyPk 6x2F(120x76.8g)PR Fest IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,120.0,14.5,9.216,59.4,12318788
12366586,KIT KAT Family Pack 6x2F (120x79.2g) IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,120.0,12.3,9.504,60.39,12366586
12366612,KIT KAT FP 6X2F (120x79.2g) Festive IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,120.0,11.7,9.504,59.4,12366612
12371615,KIT KAT Family Pack 4x2F (120x74g) IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,120.0,12.06,8.88,72.9,12371615
12373450,KIT KAT Fmly Pk 4x2F (120x74g)PR TRVL IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,120.0,12.0,8.88,76.313,12373450
12375329,KIT KAT Fml Pk 5x2F (120x92.5g) PR 1U IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,120.0,15.1,11.1,82.35,12375329
12415805,KIT KAT Family Pack 4x2F (120x72g) IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,120.0,12.01,8.64,72.9,12415805
12519106,KIT KAT 4x2F Family Pack 120x72g IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,120.0,12.01,8.64,72.9,12519106
12531650,KIT KAT 4x2F Family Pack 120x61.6g IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,120.0,10.36,7.392,67.635,12531650
12590691,KIT KAT 8x1F Family Pack 120x56g IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,120.0,7.27,6.72,74.849,12590691
12605821,KIT KAT 8x1F Family Pack 120x59.2g IN,KIT KAT 2F Family Pack 74g,12366586,IN C&C : Kitkat,CHOCOLATE,F&B,120.0,9.056,7.104,74.849,12605821
12104245,KIT KAT Quantum 1Finger 24(48 x13g) IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,18.5,14.976,51.005,12104245
12186574,KIT KAT Quantum 1F 24(48 x13g) EXT PR IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,18.0,14.976,51.005,12186574
12264369,KIT KAT 2 F MINI 32(36x12.8g) N1 IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,18.7,14.746,64.584,12264369
12293742,KIT KAT 2F mini32(36x12.8g)Pr Rechrg10IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,18.036,14.746,64.584,12293742
12312411,KIT KAT 2F Mini 32(36X12.8g) PR 35+1 IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,18.0,14.746,64.584,12312411
12320447,KIT KAT 2F Mini 16(40x12.8g) Pr Contr IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,640.0,11.95,8.192,56.24,12320447
12347667,KIT KAT 2F Mini 32(36x12.8g) PR Fest IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,18.7,14.746,64.935,12347667
12351740,KIT KAT 2F Mini 32(36x12.8g) PR Amzn IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,18.7,14.746,64.935,12351740
12362857,KIT KAT 2F Mini 32(36X13.2g) PR Kash IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,17.5,15.206,64.935,12362857
12366588,KIT KAT 2F Mini 32(36x13.2g) 3% Extra IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,18.07,15.206,62.534,12366588
12370807,KIT KAT 2F Mini 32((35+1)x13.2g)PR 1U IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,17.5,15.206,64.935,12370807
12371681,KIT KAT 2F Mini Trvl Brk 32(36x13.2g) IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,17.5,15.206,62.534,12371681
12384372,KIT KAT 2F Mini 18(40x18.5g)PR 40%Ext IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,720.0,16.37,13.32,44.922,12384372
12386729,KIT KAT 2F Mini Celebreak 32(36x13.2g)IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,17.5,15.206,64.935,12386729
12398652,KIT KAT 2F Mini32(36x13.2g) PR Movie IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,17.6,15.206,62.534,12398652
12424514,KK 2F MiniCelebreak32(36x13.2g)PR AMZ IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,17.5,15.206,64.935,12424514
12437097,KIT KAT 2F Mini32(36x13.2g)PR Movie N1IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,18.5,15.206,62.534,12437097
12444024,KIT KAT 2 F MINI 32(36x12.8g) IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,18.5,14.746,63.617,12444024
12445981,KIT KAT 2F Mini 32(36x12.8g) PR Music IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,18.5,14.746,62.534,12445981
12453946,KIT KAT 2F Mini 18(40x18g)PR 40%Extra IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,720.0,15.7,12.96,44.922,12453946
12468754,KIT KAT 2F MINI 32(36x12.8g) PR Grand IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1152.0,18.52,14.746,62.534,12468754
12447439,KIT KAT 2F Mini 16(50x12.8g)Container IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,800.0,13.61,10.24,56.1,12447439
12514692,KIT KAT 2 F Mini 24(42x12.8g) IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1008.0,15.69,12.902,53.852,12514692
12534702,KIT KAT 2F Mini 24(42x15.4g)PR 20% X IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1008.0,19.04,15.523,63.617,12534702
12568111,KIT KAT 2F MINI 24(42x11.9g) IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1008.0,14.569,11.995,56.579,12568111
12584228,KIT KAT 2F MINI 24(42x11.9g) GPay IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1008.0,14.846,11.995,56.579,12584228
12585339,KIT KAT 2F MINI 24(42x11.9g) GPay N1 IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1008.0,14.846,11.995,56.579,12585339
12593928,KIT KAT 2F Mini 24(42x15.5g)PR 30% X IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1008.0,19.152,15.624,58.796,12593928
12598805,KIT KAT 2F MINI Cntnr6((82+3)x11.9g)FrIN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,510.0,8.176,6.069,46.523,12598805
12609317,KIT KAT 2F MINI Strw 24(42x11.9g) IN,KIT KAT 2F Mini 13.2g,12366588,IN C&C : Kitkat,CHOCOLATE,F&B,1008.0,14.165,11.995,53.852,12609317
12370808,KIT KAT 2F Mini Container16(50x13.2g) IN,KIT KAT 2F Mini Container 13.2g,12370808,IN C&C : Kitkat,CHOCOLATE,F&B,800.0,13.6,10.56,56.1,12370808
12439189,KIT KAT 2F Mini 16(60x13.2g)Container IN,KIT KAT 2F Mini Container 13.2g,12370808,IN C&C : Kitkat,CHOCOLATE,F&B,960.0,16.68,12.672,78.975,12439189
12447451,KIT KAT 2F Mini 16x768g Tub Pack IN,KIT KAT 2F Mini Container 13.2g,12370808,IN C&C : Kitkat,CHOCOLATE,F&B,16.0,16.68,12.288,78.975,12447451
