Ticket_Number,Product_Code,Brand,CAT,BU,SKU_Name,Mapping_Status
600985-20260418-142943,,Not Available,Not Available,Not Available,LACTOGEN PRO1 BIB 24x400g INNWPB176 IN,Not Available
600985-20260407-175952,12601761,IN CUL : Sauces,CULINARY,F&B,12601761 MAGGI HOT & SWEET 24x500g N1 IN,Exact Product Code Match
600985-20260407-180408,12610392,IN NSB : NAN PRO 1,INFANT NUTRITION,NN,12610392 NAN PRO1 BIB 8(3x400g)INNWB174 NV IN,Exact Product Code Match
600985-20260312-164131,13632235,IN NSB : Lactogen 2,INFANT NUTRITION,NN,LACTOGEN PRO2 BIB 24x400g INLEB086 N1 IN,Exact Product Code Match
600985-20260312-164613,12595301,IN CUL : Sauces,CULINARY,F&B,MAGGI Sauce NONG 24x485g N1 IN,Exact Product Code Match
600985-20260207-135418,13680299,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN Mas 16x450g PR Rs 4 Off IN,Exact Product Code Match
600985-20260130-164353,,Not Available,Not Available,Not Available,,Not Available
600985-20260130-164828,12518426,IN NSB : NAN PRO 2,INFANT NUTRITION,NN,NAN PRO2 FU Form BIB 24x400g INLW070 IN,Exact Product Code Match
600985-20260123-141004,12616966,IN NSB : Lactogen 2,INFANT NUTRITION,NN,,Exact Product Code Match
600985-20260123-141635,12609877,IN NSB : Cerelac 4,INFANT NUTRITION,NN,,Exact Product Code Match
600985-20260123-142139,,Not Available,Not Available,Not Available,,Not Available
3997672-20260111-174711,,Not Available,Not Available,Not Available,,Not Available
7566721-20260630-182134,,Not Available,Not Available,Not Available,,Not Available
600991-20260618-103006,,Not Available,Not Available,Not Available,,Not Available
600991-20260403-103530,,Not Available,Not Available,Not Available,,Not Available
600991-20260203-104125,,Not Available,Not Available,Not Available,,Not Available
600991-20260126-115228,,Not Available,Not Available,Not Available,,Not Available
7542191-20260609-135040,,Not Available,Not Available,Not Available,,Not Available
7313829-20260618-155617,,Not Available,Not Available,Not Available,MAGGI 2-MINN Mas 24X300g PR RS 2 Off IN X244,Not Available
7313829-20260521-181253,13680087,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN MAS 24X300g PR Rs 2 offin,Exact Product Code Match
7313829-20260411-163054,,Not Available,Not Available,Not Available,NESCAFE Clas Black Roast Jar 24X90g IN,Not Available
7313829-20260411-163616,,Not Available,Not Available,Not Available,MAGGI 2-MINN Chkn 24X304g IN X244 - 62.00,Not Available
7313829-20260115-130151,19023010,Not Available,Not Available,Not Available,"MAG-NTR-ICS-ATTA 96*73.5G TANGY TOM IN,",Not Available
601004-20260624-163128,12608497,IN CUL : Noodles,CULINARY,F&B,PRODUCT,Exact Product Code Match
601004-20260624-163346,12595279,IN CUL : Sauces,CULINARY,F&B,PRODUCT,Exact Product Code Match
601004-20260624-163546,12448239,IN C&B : NESTEA RTD COLD,BEVERAGES,F&B,PRODUCT,Exact Product Code Match
601004-20260624-163742,12595279,IN CUL : Sauces,CULINARY,F&B,PRODUCT,Exact Product Code Match
601004-20260611-111751,12458968,IN C&B : Nescafe Gold - Retail,BEVERAGES,F&B,PRODUCT,Exact Product Code Match
601004-20260610-104548,12629234,IN C&C : Kitkat,CHOCOLATE,F&B,PRODUCT,Exact Product Code Match
601004-20260610-104548,12622716,IN C&C : Kitkat Tablets,CHOCOLATE,F&B,PRODUCT,Exact Product Code Match
601004-20260610-104601,12608551,IN CUL : Noodles,CULINARY,F&B,PRODUCT,Exact Product Code Match
601004-20260610-104601,12606043,IN CUL : Sauces,CULINARY,F&B,PRODUCT,Exact Product Code Match
601004-20260608-124723,12608497,IN CUL : Noodles,CULINARY,F&B,PRODUCT,Exact Product Code Match
601004-20260608-124759,14507209,IN SSD : EveryDay DW,DAIRY,F&B,PRODUCT,Exact Product Code Match
601004-20260608-124832,,Not Available,Not Available,Not Available,,Not Available
601004-20260528-103940,12603833,IN CUL : Sauces,CULINARY,F&B,PRODUCT,Exact Product Code Match
601004-20260528-103940,12606043,IN CUL : Sauces,CULINARY,F&B,PRODUCT,Exact Product Code Match
601004-20260518-103126,13679901,IN CUL : Noodles,CULINARY,F&B,PRODUCT,Exact Product Code Match
601004-20260518-103151,12630048,IN CUL : Noodles Cup,CULINARY,F&B,PRODUCT,Exact Product Code Match
601004-20260515-160719,12612451,IN C&C : Kitkat,CHOCOLATE,F&B,PRODUCT,Exact Product Code Match
601004-20260430-150206,14445547,IN CUL : Noodles,CULINARY,F&B,PRODUCT,Exact Product Code Match
601004-20260430-150304,14199857,IN C&C : Munch,CHOCOLATE,F&B,PRODUCT,Exact Product Code Match
601004-20260408-113050,13680372,IN CUL : Noodles,CULINARY,F&B,PRODUCT,Exact Product Code Match
601004-20260408-113050,12559595,IN CUL : Pazzta,CULINARY,F&B,PRODUCT,Exact Product Code Match
601004-20260408-113146,12559252,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,PRODUCT,Exact Product Code Match
601004-20260311-102429,,Not Available,Not Available,Not Available,,Not Available
601004-20260311-102511,12623878,IN C&C : Kitkat Tablets,CHOCOLATE,F&B,PRODUCT,Exact Product Code Match
601004-20260224-110003,12608496,IN CUL : Noodles,CULINARY,F&B,PRODUCT,Exact Product Code Match
601004-20260224-110003,13680087,IN CUL : Noodles,CULINARY,F&B,PRODUCT,Exact Product Code Match
601004-20260218-111714,12606197,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,PRODUCT,Exact Product Code Match
601004-20260218-111836,12567446,IN NSB : Pre NAN,INFANT NUTRITION,NN,PRODUCT,Exact Product Code Match
601004-20260218-111934,12616251,IN CUL : Noodles Chicken,CULINARY,F&B,PRODUCT,Exact Product Code Match
601004-20260218-112030,13679901,IN CUL : Noodles,CULINARY,F&B,PRODUCT,Exact Product Code Match
601004-20260218-112124,13679901,IN CUL : Noodles,CULINARY,F&B,PRODUCT,Exact Product Code Match
601004-20260130-113534,12602710,IN C&B : Nescafe Sunrise Large Packs,BEVERAGES,F&B,NESCAFE SUNRISE Dawn Jar 30x45g TN NR IN,Exact Product Code Match
601004-20260130-113750,12516486,IN SSD : Nescafe RTD Cold Coffee,DAIRY,F&B,,Exact Product Code Match
601004-20260130-113750,12584920,IN SSD : Milkmaid SCM,DAIRY,F&B,,Exact Product Code Match
601004-20260130-113750,12608543,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
601004-20260130-113849,12617902,IN C&C : Kitkat Tablets,CHOCOLATE,F&B,,Exact Product Code Match
601004-20260130-113849,12553664,IN C&C : Milkybar,CHOCOLATE,F&B,,Exact Product Code Match
601004-20260121-160642,12630272,IN CUL : Noodles Value Added,CULINARY,F&B,,Exact Product Code Match
601004-20260120-131042,13680206,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
601004-20260120-131137,12620326,IN C&C : Kitkat-IMP,SI,SI,,Exact Product Code Match
601004-20260120-131218,12610093,IN SSD : Nescafe RTD Cold Coffee,DAIRY,F&B,,Exact Product Code Match
601004-20260108-134554,12607462,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,,Exact Product Code Match
601004-20260108-134554,12595301,IN CUL : Sauces,CULINARY,F&B,,Exact Product Code Match
7453826-20260622-132201,12602710,IN C&B : Nescafe Sunrise Large Packs,BEVERAGES,F&B,NESCAFE SUNRISE Dawn Jar 30x45g TN NR IN,Exact Product Code Match
7453826-20260416-152351,,Not Available,Not Available,Not Available,,Not Available
6224559-20260608-181318,,Not Available,Not Available,Not Available,,Not Available
601014-20260525-192337,19023010,Not Available,Not Available,Not Available,,Not Available
601014-20260512-124059,13776709,IN C&C : Milkybar Choo,CHOCOLATE,F&B,,Exact Product Code Match
601014-20260415-171515,12610048,IN NSB : Cerelac 3,INFANT NUTRITION,NN,,Exact Product Code Match
601014-20260415-171830,19011090,Not Available,Not Available,Not Available,,Not Available
601014-20260129-130343,12609877,IN NSB : Cerelac 4,INFANT NUTRITION,NN,,Exact Product Code Match
6441951-20260620-164409,,Not Available,Not Available,Not Available,,Not Available
6441951-20260508-184949,,Not Available,Not Available,Not Available,,Not Available
6441951-20260331-163702,,Not Available,Not Available,Not Available,,Not Available
6441951-20260331-193005,,Not Available,Not Available,Not Available,,Not Available
6441951-20260328-180739,,Not Available,Not Available,Not Available,,Not Available
4766881-20260624-162305,12516484,IN SSD : Nescafe RTD Cold Coffee,DAIRY,F&B,,Exact Product Code Match
4766881-20260619-104442,14378778,IN C&C : Munch,CHOCOLATE,F&B,,Exact Product Code Match
4766881-20260617-134104,12608635,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
4766881-20260617-134608,12608635,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
4766881-20260604-175832,12584920,IN SSD : Milkmaid SCM,DAIRY,F&B,VEH NO TS08UC6758,Exact Product Code Match
4766881-20260602-160959,12607949,IN NSB : Cerelac 2,INFANT NUTRITION,NN,VEH NO AP29TB9289,Exact Product Code Match
4766881-20260515-165915,,Not Available,Not Available,Not Available,,Not Available
4766881-20260505-132128,13700494,IN C&B : Nescafe Sunrise Small Packs,BEVERAGES,F&B,TNV,Exact Product Code Match
4766881-20260502-110041,,Not Available,Not Available,Not Available,,Not Available
4766881-20260501-195540,,Not Available,Not Available,Not Available,,Not Available
4766881-20260428-124850,,Not Available,Not Available,Not Available,,Not Available
4766881-20260423-155354,,Not Available,Not Available,Not Available,,Not Available
4766881-20260421-154908,12599497,IN CUL : Sauces,CULINARY,F&B,,Exact Product Code Match
4766881-20260325-185734,12601933,IN NSB : Cerelac 1,INFANT NUTRITION,NN,,Exact Product Code Match
4766881-20260318-130630,13680206,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
4766881-20260225-104457,13797726,IN CUL : Masala-ae-Magic,CULINARY,F&B,,Exact Product Code Match
4766881-20260212-134300,12629157,IN C&C : Kitkat,CHOCOLATE,F&B,,Exact Product Code Match
4766881-20260128-163822,,Not Available,Not Available,Not Available,,Not Available
4766881-20260115-155323,13680206,IN CUL : Noodles,CULINARY,F&B,VEH TS12UA7564,Exact Product Code Match
4766881-20260105-113635,12426635,IN SSD : EveryDay DW - FS,NP,NP,,Exact Product Code Match
7043746-20260528-145031,,Not Available,Not Available,Not Available,,Not Available
7043746-20260528-145213,,Not Available,Not Available,Not Available,,Not Available
7043746-20260220-161421,12595279,IN CUL : Sauces,CULINARY,F&B,,Exact Product Code Match
601034-20260620-124852,12612451,IN C&C : Kitkat,CHOCOLATE,F&B,,Exact Product Code Match
601034-20260620-124852,14514842,IN NSB : NAN PRO 4,INFANT NUTRITION,NN,,Exact Product Code Match
7301189-20260525-120401,12608496,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
7301189-20260518-153106,,Not Available,Not Available,Not Available,,Not Available
7301189-20260518-153529,12607462,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,,Exact Product Code Match
7301189-20260518-153615,12602710,IN C&B : Nescafe Sunrise Large Packs,BEVERAGES,F&B,,Exact Product Code Match
2514206-20260430-111033,12623842,IN NSB : Nestum 3,INFANT NUTRITION,NN,,Exact Product Code Match
6077575-20260630-141256,,Not Available,Not Available,Not Available,,Not Available
6077575-20260630-141622,,Not Available,Not Available,Not Available,,Not Available
6077575-20260629-151132,,Not Available,Not Available,Not Available,,Not Available
6077575-20260624-152200,,Not Available,Not Available,Not Available,,Not Available
6077575-20260619-121704,,Not Available,Not Available,Not Available,,Not Available
6077575-20260619-121832,,Not Available,Not Available,Not Available,,Not Available
6077575-20260602-150817,12618907,IN PP: PROPLAN Puppy,PETCARE,PETCARE,PERFORMANCE 12KG- 2PC,Exact Product Code Match
6077575-20260526-154623,,Not Available,Not Available,Not Available,,Not Available
6077575-20260512-132303,12518405,IN PP: PROPLAN Puppy,PETCARE,PETCARE,PROPLAN PUPPY MEDIUM 3KG-5,Exact Product Code Match
6077575-20260512-132303,12518388,IN PP: PROPLAN Adult,PETCARE,PETCARE,PROPLAN PUPPY MEDIUM 3KG-5,Exact Product Code Match
6077575-20260512-133145,12353192,TH Pet DryDogPremium 2001-5000g.,PETCARE,PETCARE,SUPERCOAT ADULT 10KG - 2 BAGS PRODUCT CODE: 12518389 PROPLAN LARGE ADULT 15KG - 1 BAG PRODUCT CODE:12564739 FRISKIES SEAFOOD 6 KG - 6 BAGS PRODUCT CODE: 12400230 SUPERCOAT ADULT 20KG -1 BAG,Exact Product Code Match
6077575-20260512-133145,12518389,IN PP: PROPLAN Adult,PETCARE,PETCARE,SUPERCOAT ADULT 10KG - 2 BAGS PRODUCT CODE: 12518389 PROPLAN LARGE ADULT 15KG - 1 BAG PRODUCT CODE:12564739 FRISKIES SEAFOOD 6 KG - 6 BAGS PRODUCT CODE: 12400230 SUPERCOAT ADULT 20KG -1 BAG,Exact Product Code Match
6077575-20260512-133145,12564739,IN PP: Friskies Adult,PETCARE,PETCARE,SUPERCOAT ADULT 10KG - 2 BAGS PRODUCT CODE: 12518389 PROPLAN LARGE ADULT 15KG - 1 BAG PRODUCT CODE:12564739 FRISKIES SEAFOOD 6 KG - 6 BAGS PRODUCT CODE: 12400230 SUPERCOAT ADULT 20KG -1 BAG,Exact Product Code Match
6077575-20260512-133145,12400230,TH Pet DryDogPremium 2001-5000g.,PETCARE,PETCARE,SUPERCOAT ADULT 10KG - 2 BAGS PRODUCT CODE: 12518389 PROPLAN LARGE ADULT 15KG - 1 BAG PRODUCT CODE:12564739 FRISKIES SEAFOOD 6 KG - 6 BAGS PRODUCT CODE: 12400230 SUPERCOAT ADULT 20KG -1 BAG,Exact Product Code Match
6077575-20260505-131032,12353192,TH Pet DryDogPremium 2001-5000g.,PETCARE,PETCARE,,Exact Product Code Match
6077575-20260428-133438,12581838,Not Available,Not Available,Not Available,,Not Available
6077575-20260428-133609,12353192,TH Pet DryDogPremium 2001-5000g.,PETCARE,PETCARE,,Exact Product Code Match
6077575-20260428-133757,12400230,TH Pet DryDogPremium 2001-5000g.,PETCARE,PETCARE,2. SC ADULT 10KG- 3 PC- PRODUCT CODE: 12353192,Exact Product Code Match
6077575-20260428-133757,12353192,TH Pet DryDogPremium 2001-5000g.,PETCARE,PETCARE,2. SC ADULT 10KG- 3 PC- PRODUCT CODE: 12353192,Exact Product Code Match
6077575-20260428-134006,12353192,TH Pet DryDogPremium 2001-5000g.,PETCARE,PETCARE,,Exact Product Code Match
6077575-20260325-121805,,Not Available,Not Available,Not Available,,Not Available
6077575-20260325-121824,,Not Available,Not Available,Not Available,,Not Available
6077575-20260318-123719,,Not Available,Not Available,Not Available,,Not Available
6077575-20260313-164414,,Not Available,Not Available,Not Available,,Not Available
6077575-20260310-131851,,Not Available,Not Available,Not Available,,Not Available
6077575-20260228-144435,,Not Available,Not Available,Not Available,,Not Available
6077575-20260227-111013,,Not Available,Not Available,Not Available,,Not Available
6077575-20260227-112206,,Not Available,Not Available,Not Available,,Not Available
6077575-20260217-181717,,Not Available,Not Available,Not Available,,Not Available
6077575-20260211-175234,,Not Available,Not Available,Not Available,,Not Available
6077575-20260211-175503,,Not Available,Not Available,Not Available,,Not Available
6077575-20260211-175635,,Not Available,Not Available,Not Available,,Not Available
6077575-20260211-175710,,Not Available,Not Available,Not Available,,Not Available
6077575-20260211-175857,,Not Available,Not Available,Not Available,,Not Available
6077575-20260124-115342,,Not Available,Not Available,Not Available,,Not Available
6077575-20260113-115610,,Not Available,Not Available,Not Available,,Not Available
6077575-20260113-115741,,Not Available,Not Available,Not Available,,Not Available
6077575-20260108-173359,,Not Available,Not Available,Not Available,,Not Available
7209162-20260523-123940,,Not Available,Not Available,Not Available,,Not Available
6967310-20260502-095331,,Not Available,Not Available,Not Available,,Not Available
6967310-20260502-095604,,Not Available,Not Available,Not Available,,Not Available
6967310-20260502-095755,,Not Available,Not Available,Not Available,,Not Available
6967310-20260502-100214,,Not Available,Not Available,Not Available,,Not Available
6967310-20260416-124001,,Not Available,Not Available,Not Available,,Not Available
6967310-20260416-124824,,Not Available,Not Available,Not Available,,Not Available
6967310-20260416-125341,,Not Available,Not Available,Not Available,,Not Available
7087765-20260625-172640,12616560,IN CUL : Noodles Chicken,CULINARY,F&B,,Exact Product Code Match
7087765-20260516-123908,,Not Available,Not Available,Not Available,,Not Available
7087765-20260326-124801,13680087,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
7016001-20260425-140222,12601916,IN NSB : Cerelac 1,INFANT NUTRITION,NN,CERELAC STG1Ragi Apple ZS24x300g IN; CERELAC STG1 Wht App Carrot24x330gZS IN,Exact Product Code Match
7016001-20260425-140222,14397512,IN NSB : Cerelac 1,INFANT NUTRITION,NN,CERELAC STG1Ragi Apple ZS24x300g IN; CERELAC STG1 Wht App Carrot24x330gZS IN,Exact Product Code Match
3068405-20260425-111248,12595301,IN CUL : Sauces,CULINARY,F&B,,Exact Product Code Match
3068405-20260223-180550,,Not Available,Not Available,Not Available,,Not Available
7463388-20260526-161342,,Not Available,Not Available,Not Available,EVERYDAY 1KG,Not Available
7463388-20260508-180157,12623239,IN SSD : EveryDay DW,DAIRY,F&B,,Exact Product Code Match
7463388-20260429-142234,13776790,IN C&C : Milkybar Choo,CHOCOLATE,F&B,MILKYBAR MOOSHA,Exact Product Code Match
7463388-20260225-133742,12615905,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,NESCAFE CLASSIC SAC 45G,Exact Product Code Match
7463388-20260129-151026,14118476,IN CPW : Munch Cereals,BREAKFAST CEREAL,NBC,MUNCH CEREAL PB MB CHOO THIS PRODUCT FREE STOCK MB CHOO NOT RECIVED,Exact Product Code Match
7463388-20260129-151228,12608496,IN CUL : Noodles,CULINARY,F&B,MAGGI 150G; MAGGI 75G,Exact Product Code Match
7463388-20260129-151228,13679901,IN CUL : Noodles,CULINARY,F&B,MAGGI 150G; MAGGI 75G,Exact Product Code Match
601086-20260606-125448,,Not Available,Not Available,Not Available,,Not Available
601086-20260602-112617,,Not Available,Not Available,Not Available,,Not Available
601086-20260512-113746,12359005,IN C&B : Sunrise Extra - FS,NP,NP,SUNRISE EXTRA48X200GM.,Exact Product Code Match
601086-20260509-165427,,Not Available,Not Available,Not Available,,Not Available
601086-20260423-122907,,Not Available,Not Available,Not Available,,Not Available
601086-20260423-123552,,Not Available,Not Available,Not Available,,Not Available
601086-20260324-120213,,Not Available,Not Available,Not Available,,Not Available
601086-20260202-134310,,Not Available,Not Available,Not Available,,Not Available
601086-20260202-134512,,Not Available,Not Available,Not Available,,Not Available
601086-20260130-132218,,Not Available,Not Available,Not Available,,Not Available
601086-20260123-173530,,Not Available,Not Available,Not Available,,Not Available
7396975-20260530-175223,13677894,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN Mas Chain 320x35g,Exact Product Code Match
5835653-20260321-114356,,Not Available,Not Available,Not Available,,Not Available
3765015-20260617-143511,,Not Available,Not Available,Not Available,,Not Available
601101-20260312-154337,,Not Available,Not Available,Not Available,,Not Available
601101-20260305-161039,,Not Available,Not Available,Not Available,Maggi Hot & sweet 24*500g NI IN,Not Available
1024735-20260304-140243,,Not Available,Not Available,Not Available,,Not Available
3891254-20260319-095836,,Not Available,Not Available,Not Available,,Not Available
3891254-20260227-125232,13680087,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
3891254-20260227-125813,12571219,IN CUL : MAGGI NDLS-SpecialMasala,CULINARY,F&B,MAGGI 2-MIN Spec Mas 96x70g N2 IN,Exact Product Code Match
3891254-20260227-125813,12622660,IN C&C : Polo,CONFECTIONARY,F&B,MAGGI 2-MIN Spec Mas 96x70g N2 IN,Exact Product Code Match
6955143-20260617-181449,,Not Available,Not Available,Not Available,,Not Available
6955143-20260409-150005,,Not Available,Not Available,Not Available,,Not Available
6969849-20260313-072016,,Not Available,Not Available,Not Available,KIT KAT 8x1F Family Pack 120x59.2 IN ITEM CODE - 12605821,Not Available
6631049-20260109-110912,,Not Available,Not Available,Not Available,,Not Available
7499215-20260324-172218,60640454,Not Available,Not Available,Not Available,,Not Available
7569809-20260606-170459,,Not Available,Not Available,Not Available,,Not Available
601120-20260626-160437,13485442,IN C&B : Sunrise Premium - FS,NP,NP,Nescafe Sunrise Premix 16*1 Kg,Exact Product Code Match
601120-20260513-163238,14199857,IN C&C : Munch,CHOCOLATE,F&B,Product Name MUNCH Maha 27(32x10.4g) NR IN,Exact Product Code Match
7402262-20260205-210806,13700501,IN C&B : Nescafe Sunrise Small Packs,BEVERAGES,F&B,SUNRISE SAC RS.10 MISSING STOCK,Exact Product Code Match
3650468-20260325-134347,,Not Available,Not Available,Not Available,,Not Available
3650468-20260129-183130,,Not Available,Not Available,Not Available,,Not Available
6204243-20260428-183709,,Not Available,Not Available,Not Available,Suparcoat adult chicken 20kg -1 bag,Not Available
6204243-20260324-181809,,Not Available,Not Available,Not Available,Suparcoat adult chicken 20kg -1 bag proplan puppy large breed 15 kg -1 bag,Not Available
6204243-20260206-185602,,Not Available,Not Available,Not Available,Suparcoat adult chicken 10kg -1 bag,Not Available
6204243-20260126-152342,,Not Available,Not Available,Not Available,proplan puppy starter 12 kg -1 bag,Not Available
6204243-20260113-193416,,Not Available,Not Available,Not Available,Supercoat adult 20 kg -2 bag,Not Available
6204243-20260113-194314,,Not Available,Not Available,Not Available,Supercoat adult 10 kg -2 bag -Supercoat adult 20 kg-1 BAG,Not Available
6204243-20260113-194619,,Not Available,Not Available,Not Available,Supercoat adult 10 kg -2 bag,Not Available
6875547-20260404-135025,14445547,IN CUL : Noodles,CULINARY,F&B,Recived 1cas short against,Exact Product Code Match
6875547-20260404-135351,12359021,IN C&B : Sunrise Extra - FS,NP,NP,,Exact Product Code Match
7351693-20260207-171149,,Not Available,Not Available,Not Available,,Not Available
6870565-20260307-143659,,Not Available,Not Available,Not Available,,Not Available
7347613-20260416-144056,13762638,IN C&B : Nescafe Gold - Retail,BEVERAGES,F&B,NESCAFE GOLD BLEND INT5 12X100G,Exact Product Code Match
7347613-20260302-145959,12518426,IN NSB : NAN PRO 2,INFANT NUTRITION,NN,NAN PRO 2 FU FORM BIB 24X400G (PRODUCT MISMATCHED); NAN PRO 4 FU FORM BIB 24X400G (PRODUCT MISMATCHED),Exact Product Code Match
7347613-20260226-175438,12595301,IN CUL : Sauces,CULINARY,F&B,MAGGI SAUCE NONG 24X485G (PRODUCT INTERCHANGE),Exact Product Code Match
7347613-20260127-115507,12603833,IN CUL : Sauces,CULINARY,F&B,MAGGI TOM KET 24X190G,Exact Product Code Match
7347613-20260119-190835,13762739,IN C&B : Nescafe Gold - Retail,BEVERAGES,F&B,NESCAFE GOLD BLEND INT5 12X50G,Exact Product Code Match
7347613-20260108-143827,12603833,IN CUL : Sauces,CULINARY,F&B,MAGGI TOM KET 24X190G,Exact Product Code Match
7296533-20260306-113301,,Not Available,Not Available,Not Available,,Not Available
7083698-20260625-155214,,Not Available,Not Available,Not Available,,Not Available
6912092-20260624-153702,14199858,IN C&C : Munch,CHOCOLATE,F&B,MUNCH Maha 18(50x10.4g) NR IN; MILKYBAR Mould 16(24x21g) IN,Exact Product Code Match
6912092-20260624-153702,12980655,IN C&C : Milkybar,CHOCOLATE,F&B,MUNCH Maha 18(50x10.4g) NR IN; MILKYBAR Mould 16(24x21g) IN,Exact Product Code Match
7402251-20260623-131704,,Not Available,Not Available,Not Available,,Not Available
7035170-20260622-145146,12579448,IN NSB : Lactogen 1,INFANT NUTRITION,NN,,Exact Product Code Match
7083698-20260620-174342,,Not Available,Not Available,Not Available,,Not Available
6912092-20260617-130751,12595279,IN CUL : Sauces,CULINARY,F&B,MAGGI Sauce NONG 24x190g N1 IN,Exact Product Code Match
7083698-20260615-174415,,Not Available,Not Available,Not Available,,Not Available
7083698-20260615-174544,,Not Available,Not Available,Not Available,,Not Available
7083698-20260613-154053,,Not Available,Not Available,Not Available,,Not Available
7366995-20260613-180959,14512131,IN C&C : Kitkat,CHOCOLATE,F&B,KIT KAT2F24(25X22.1G)IN 20/,Exact Product Code Match
7083698-20260612-160555,,Not Available,Not Available,Not Available,,Not Available
7402251-20260612-164719,,Not Available,Not Available,Not Available,,Not Available
7083698-20260606-154953,,Not Available,Not Available,Not Available,,Not Available
7083698-20260606-155156,,Not Available,Not Available,Not Available,,Not Available
7366995-20260605-115542,12601761,IN CUL : Sauces,CULINARY,F&B,TRANSPORT DETAILES : SHANOM BOLT LOGISTICS PRIVATE LIMITED (TG 12T4863),Exact Product Code Match
7366995-20260605-124034,13680087,IN CUL : Noodles,CULINARY,F&B,TRANSPORT DETAILES : SHANOM BOLT LOGISTICS PRIVATE LIMITED (TG 12T4863),Exact Product Code Match
7402251-20260605-171410,,Not Available,Not Available,Not Available,,Not Available
7402251-20260604-173942,,Not Available,Not Available,Not Available,,Not Available
7083698-20260602-162716,,Not Available,Not Available,Not Available,,Not Available
7255337-20260602-152105,,Not Available,Not Available,Not Available,,Not Available
7255337-20260602-152527,,Not Available,Not Available,Not Available,,Not Available
7402251-20260529-174253,,Not Available,Not Available,Not Available,,Not Available
7083698-20260526-145127,,Not Available,Not Available,Not Available,,Not Available
7366995-20260526-154857,,Not Available,Not Available,Not Available,,Not Available
7366995-20260526-184428,14503923,IN CUL : Noodles Value Added,CULINARY,F&B,TRANSPORT DETAILES : SHANOM BOLT LOGISTICS PRIVATE LIMITED (TG 12T4863),Exact Product Code Match
7366995-20260520-125136,12601933,IN NSB : Cerelac 1,INFANT NUTRITION,NN,,Exact Product Code Match
7039866-20260518-143747,12553664,IN C&C : Milkybar,CHOCOLATE,F&B,MILKYBAR Mould 20(14*42g); NESTLE Classic 16(21*28g); MILKYBAR CHOO Plain 30(28*11g,Exact Product Code Match
7039866-20260518-143747,12628353,IN C&C : Nestle Milk Chocolate,CHOCOLATE,F&B,MILKYBAR Mould 20(14*42g); NESTLE Classic 16(21*28g); MILKYBAR CHOO Plain 30(28*11g,Exact Product Code Match
7039866-20260518-143747,13843427,IN C&C : Milkybar Choo,CHOCOLATE,F&B,MILKYBAR Mould 20(14*42g); NESTLE Classic 16(21*28g); MILKYBAR CHOO Plain 30(28*11g,Exact Product Code Match
7366995-20260518-173528,12595301,IN CUL : Sauces,CULINARY,F&B,,Exact Product Code Match
6912092-20260516-175446,13678473,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MIN NDLS Masala Chain 108x52g IN,Exact Product Code Match
7083698-20260516-163857,,Not Available,Not Available,Not Available,,Not Available
7083698-20260514-104512,,Not Available,Not Available,Not Available,,Not Available
7083698-20260511-115459,,Not Available,Not Available,Not Available,,Not Available
7083698-20260511-144539,,Not Available,Not Available,Not Available,,Not Available
7402251-20260509-164105,,Not Available,Not Available,Not Available,,Not Available
7402251-20260509-174801,,Not Available,Not Available,Not Available,,Not Available
6912092-20260506-153211,12616861,IN C&C : Kitkat,CHOCOLATE,F&B,KIT KAT 3F Duo 18(28x28.5g) IN; MILKYBAR Mould 20(14x42g)N1 IN,Exact Product Code Match
6912092-20260506-153211,12553664,IN C&C : Milkybar,CHOCOLATE,F&B,KIT KAT 3F Duo 18(28x28.5g) IN; MILKYBAR Mould 20(14x42g)N1 IN,Exact Product Code Match
7035170-20260506-121020,12609877,IN NSB : Cerelac 4,INFANT NUTRITION,NN,,Exact Product Code Match
7035170-20260506-121213,,Not Available,Not Available,Not Available,,Not Available
7035170-20260506-121431,12586404,IN CUL : Noodles Value Added,CULINARY,F&B,,Exact Product Code Match
7035170-20260506-121622,12612134,IN C&C : Munch,CHOCOLATE,F&B,,Exact Product Code Match
7402251-20260505-165640,,Not Available,Not Available,Not Available,,Not Available
7083698-20260428-104644,,Not Available,Not Available,Not Available,,Not Available
7083698-20260428-104744,,Not Available,Not Available,Not Available,,Not Available
6912092-20260425-152651,12359021,IN C&B : Sunrise Extra - FS,NP,NP,SUNRISE EXTRA Sachet 12(5x200g) PR MB IN,Exact Product Code Match
